placekey,customer_race_entropy,customer_bar_mhi_mean,customer_weighted_var
zzy-222@8g6-yky-nwk,1.2617296161757228,96488.07643312102,1373592037.650209
224-223@8g7-479-x89,1.3543706522208887,68879.01941747573,689292294.1355453
223-222@8g6-ytm-brk,0.0,0.0,0.0
22h-222@8g6-x93-fzz,1.1731872597111268,99541.6,1246511618.014359
zzw-222@8g6-yjr-f4v,1.1034837444215064,121932.8,1541857099.3600001
223-223@8gb-78s-whq,0.8202472118062164,65110.475409836065,501576463.1346411
222-225@8g6-ytn-b6k,1.4587039642335609,64968.60975609756,415032303.4086853
222-222@8g6-x8s-rtv,1.260550224019437,76148.48360655738,808900390.2989117
zzw-225@8gb-6zv-j5f,1.0474037510874565,78669.91452991453,416359198.79611367
zzw-224@8g6-ykz-b6k,1.2455798653087202,94433.90717299578,1924828552.0166993
zzw-227@8g6-ymn-m49,1.0392510810396758,109793.58518518519,1875312405.6995335
224-224@8g7-47b-k4v,1.3034388358022309,74014.86956521739,945361097.9395086
22c-222@8g6-ykz-b49,1.2745206552502744,76976.56589147287,1467424562.2921698
22b-222@8g6-ycf-dn5,1.4203381433727675,92271.58860759494,1228255905.2421484
224-222@8g7-46z-6ff,1.2825967198569925,74559.31967213115,640052616.8240391
222-222@8g6-x78-pqf,1.2446143175362085,65513.0,81468676.0
223-223@8g7-48f-649,1.153008238149484,61750.444444444445,452912830.69135803
zzw-224@8g6-y4w-pd9,0.9212150566055437,105312.57894736843,1038315178.770083
226-222@8g6-ymy-qxq,0.7083623176102234,110775.0,0.0
zzw-22b@8g7-46n-w49,0.9939073951627355,48470.28571428572,416043785.3469387
zzw-222@8gb-6zk-9s5,1.0706731622733958,88480.94,538550988.5497334
226-222@8gb-7ct-2zf,0.9780974214492008,55046.0,3308761.0
223-222@8g6-ysc-sdv,1.4201995964965644,63797.12048192771,1097242467.2143998
224-222@8g6-yvg-28v,1.5014806389578845,68114.37142857142,909514467.1477553
227-222@8g6-y4q-6c5,0.8473938728816746,121890.31545064377,1404961662.7137957
225-222@8g6-ymv-5s5,1.268248211418865,82647.0142857143,1051676810.9855102
227-222@8g6-x6q-4d9,1.1275990027888,51169.74418604651,270451600.9345592
zzw-224@8g6-ykw-w49,1.3687491189822072,80266.28708133972,862526337.707058
zzw-224@8g7-485-49z,1.2390575354268074,82618.41256830601,1169691099.7833393
zzw-226@8g6-yqm-5xq,1.2381901346211024,70831.90909090909,745988361.1900827
222-226@8g6-ybf-zj9,1.4179316272034836,100472.0,718945154.0
227-222@8g6-ysj-2x5,1.3445392597134156,69693.34146341463,490448464.37120765
223-223@8g7-474-mc5,1.3352281633968939,61992.21052631579,604120281.8504155
229-222@8g7-4fk-dd9,0.7093405360429279,52697.37142857143,223781951.2620408
222-222@8g7-4qp-ht9,1.0154833344812966,50216.71559633027,304970499.7631512
223-222@8g7-4c8-xt9,1.3270973476143488,74309.56818181818,744043749.1089877
223-222@8g7-46r-bzf,1.2113895598570001,47366.21212121212,265848743.01561067
zzw-222@8g7-477-vj9,1.1558984511258779,63817.99310344827,661295187.1516765
zzw-222@8g7-485-9s5,1.1885621180890502,91480.76712328767,1359279708.110152
zzw-228@8g7-4br-835,1.2706767302562956,81698.33333333333,1020576603.8684807
223-223@8g7-2mp-j35,1.405583500674948,79590.66666666667,604462680.2222223
222-222@8gm-dzn-8qf,0.8259088725683248,95247.79069767441,726904404.02596
zzw-222@8g6-yk8-d5f,1.6027996230686716,47123.5,208845852.25
229-222@8g7-46n-9mk,1.172495718868613,51763.087591240874,744757040.0361235
zzw-222@8g7-4rw-j9z,0.911897211255724,57416.18248175183,264873894.39735734
224-222@8g7-3yp-c5z,0.80793591027385,48829.2131147541,249900243.4463854
223-222@8g6-ym4-xdv,0.6662055312491395,102739.0,0.0
22r-222@8g6-ydw-9zz,0.7917322931064952,120845.5,721204188.8349056
224-223@8g7-46z-6ff,1.2811783364894624,67144.94520547945,1065336066.6956277
223-222@8g7-46w-wx5,0.13800502914815602,14375.0,0.0
22b-222@8g7-46r-bzf,0.9837444655891577,56497.6,296029418.24
zzw-227@8g7-46n-cnq,1.2051557738105876,61829.47826086957,582561516.3074985
228-222@8g6-x6q-4d9,0.8639813820276372,48957.60655737705,358424161.48454714
226-223@8g7-474-hyv,1.451840062946487,65074.42857142857,439567951.1020408
224-223@8g7-47b-k4v,1.3409849882259026,65704.75648702595,1066682151.565452
222-222@8g7-477-xqz,1.115130286063128,54588.76219512195,822997510.8763757
zzw-222@8g6-x8f-975,0.19565286314801797,13456.0,0.0
zzw-222@8g7-4q3-kzz,1.1527657834415395,46697.25,22722596.1875
22g-222@8g7-46k-dvz,0.9556054230762207,56167.5,715654843.25
223-222@8g7-46z-tqf,1.1825333711042865,62797.0,83010321.0
222-222@8g6-yjh-wtv,1.2841293689152697,70465.51648351649,606551748.7881898
zzw-222@8g6-ys3-575,1.4665464098879681,58929.00743494424,374163522.3122124
zzy-222@8g7-26m-hkf,1.343339063702683,67013.05263157895,451165620.99722993
223-222@8g7-474-mc5,1.3480354611303789,73821.04054054055,884860737.8497078
224-222@8gb-7gm-sbk,1.2152900352707765,83730.22448979592,1531474329.4394002
zzw-222@8g7-2zs-yjv,1.0893915747730842,65048.74251497006,291425028.93370146
223-222@8gb-76z-qj9,0.8358016564706717,70870.86592178771,331604830.96526325
223-222@8g7-474-hyv,1.3507461600291213,61735.42105263158,613251279.7525393
22n-222@8g7-485-5fz,1.3134438557649004,63604.82352941176,456384647.08650523
222-223@8g7-46n-tjv,1.294519149870507,62428.83435582822,718928489.181151
223-222@8g6-ykz-6zf,1.1906266163452777,82692.81045751635,1255047055.826819
zzw-228@8g6-ykq-2ff,1.2674168450601146,69987.18918918919,564022917.8290722
226-223@8g7-4cj-2x5,1.3299942793345536,85804.85714285714,166594904.69387755
246-222@8g7-46z-6ff,1.2649839999246504,65587.09090909091,1147729702.8099174
226-22k@8g6-ykz-7kf,0.839747338256499,114045.08333333333,1895190264.9930556
zzw-224@8g6-yvc-5mk,1.5053804644780726,59904.75,307951286.6875
zzw-222@8g6-ymg-jy9,1.2872564055916969,74928.04790419161,1036716849.051597
224-222@8g6-yqm-7dv,1.0409103078012714,96507.48979591837,1369795513.3791475
223-222@8g6-x8f-8jv,0.838831093508378,53137.55844155844,173914938.8180132
229-223@8g7-475-x5z,1.393207263885211,70973.81176470588,730218581.5175086
225-222@8g7-477-4gk,1.2880415427441754,82397.17408123791,1125238127.3700826
222-222@8g6-xr8-bp9,1.1788942546774213,60952.18443804035,286804461.735435
228-222@8g7-4gp-xh5,1.0014908680670254,52558.0,331185425.7826087
zzw-228@8g7-474-j35,1.2857101583271198,78489.57236842105,1316180450.0079207
223-222@8g7-473-6hq,1.2330859323889856,49669.2,150419821.4933333
zzw-224@8g6-x9j-xt9,0.17521163813046714,39408.0,0.0
223-225@8g6-x93-fxq,1.1990440089125114,70594.9268292683,810881840.0190362
222-222@8gm-frv-6p9,0.9866517713931953,62258.218934911245,83289757.1414166
222-222@8gb-6r6-jd9,0.8610369140410584,89983.59523809524,708942450.0345805
zzw-225@8g6-y45-gff,1.2935250195395536,112032.76470588235,855668639.9666957
222-222@8g7-48t-9zz,0.691347210008137,49465.34782608696,294584651.2703213
222-223@8g7-46n-8d9,1.1685573239686393,59604.53114754098,480342194.70148885
zzw-22c@8g6-ym3-x5z,1.176527601949344,102998.65909090909,1648475741.8459024
22g-224@8g7-474-hnq,1.2291726517951207,93876.84782608696,1679459712.5637996
224-224@8g6-ykq-fvf,1.3571406558931522,67218.75,15723891.1875
224-223@8g6-ymt-ysq,1.4526576453180247,61606.0,489797419.41463417
223-222@8g7-37w-73q,1.176686079104235,71615.95202020202,337405902.2224453
225-222@8gb-72n-8sq,0.9476825125400956,90200.2523719165,909035237.6308056
22c-222@8g6-yvb-j7q,1.327730841491606,89257.39673913043,957333338.6958588
223-222@8g6-x78-ysq,1.360859360758348,71422.75438596492,1165283571.658972
zzy-222@8g6-ykz-bhq,1.3400488252071323,75541.33333333333,537922488.2222222
zzw-224@8g7-4cx-9vf,0.9624776208650354,73622.0,0.0
222-222@8g6-yjh-td9,1.4769799697704304,55877.94475138121,341832427.7870028
zzw-222@8g6-x53-k4v,1.125160802919741,69261.7052631579,195634023.28155124
225-222@8g6-y43-yqf,1.0669854372446483,128219.20923913043,2258808556.707578
226-224@8g6-ykz-bhq,1.3446976159912492,75104.22222222222,870781708.8395061
zzw-222@8g6-x46-7h5,1.119366541565916,57874.965986394556,172982845.6791152
zzw-222@8g6-ytk-rx5,1.4163575549156535,65664.0,14656408.666666666
2bm-223@8g7-475-td9,1.1130772907879325,79489.0,0.0
zzw-223@8g7-42m-vxq,0.32995883508729124,45101.0,0.0
222-222@8g7-46r-ct9,1.2643256118158068,68934.0,111408025.0
zzw-235@8g6-ykx-cyv,1.3098212655084953,77606.5,740747411.5357143
222-222@8g6-yjx-49z,1.1695063360280535,102718.41964285714,1707173594.4221141
223-222@8gb-6yq-k75,0.7092991049778495,91300.85337243402,764728477.4975618
222-222@8g7-2k6-sbk,1.2275348192092388,82472.35483870968,275555394.85565627
224-227@8g7-479-zs5,1.3048445518252496,63297.5,862072946.8991228
224-223@8g7-477-6zf,1.2734550727586882,70834.95852534562,1266659503.9015057
223-222@8g7-46w-zs5,0.9190573324340399,54077.0,383307592.15384614
22f-224@8g6-ykx-jn5,1.2865032794664928,67201.86956521739,654405422.7221171
zzw-224@8g6-ytb-s5z,1.393534759378035,84092.23076923077,409182787.5621301
222-224@8g6-ybf-zj9,1.3152535648734442,100904.41558441559,686914471.2558609
229-223@8g6-ycs-gkz,1.2331185353905836,131403.39552238805,1200704883.7913234
224-225@8g7-46n-89z,1.2136352859045614,61037.25670498084,436974517.5777807
222-222@8g6-ykz-qfz,1.3497878420480787,89136.87878787878,941663220.1065197
zzw-222@8g7-4cb-psq,1.3467081371827196,63555.38461538462,348188014.64053255
zzw-224@8g7-4cs-xdv,1.0956169846462935,61731.183673469386,698059154.8438151
223-222@8gb-6y3-92k,1.0078453815098152,86444.8,124067994.16000001
222-222@8g6-ym4-mff,1.285925121078101,89381.63414634146,1998517757.7442002
zzw-222@8g6-yqd-g6k,1.1173324985577242,85378.3375,1046184815.5235937
zzw-222@8g6-yjh-v75,1.6642885411532,54922.53333333333,1173994777.8488889
zzw-223@8g7-474-b6k,1.259053225534936,82960.07422680412,1286454157.3553154
223-222@8g7-26q-qcq,1.2692805251531847,88236.5,466589549.05
224-229@8g7-47b-k4v,1.3316633336761499,72698.77858439201,1371119295.4573271
222-225@8g6-yvg-y35,1.4643869849737006,55655.357142857145,278600511.5581632
227-222@8g6-ykz-6zf,1.2029243744604576,77439.47107438017,902752905.5053618
zzw-222@8g7-48t-4sq,0.9927108590173275,53597.38416422287,582902157.6266114
223-222@8g6-ytk-vj9,1.4736005956648444,82472.88356164383,1049885478.4864422
223-222@8g6-ytw-dsq,1.5463031561176,50220.434782608696,217439521.0283554
222-222@8g7-46q-f2k,1.3775725700528612,76527.39393939394,1996480565.966024
zzw-223@8g7-4ps-td9,1.212880001471615,66467.53179190752,934547442.4917638
222-222@8g7-478-dsq,0.29075949310561655,40215.0,0.0
zzw-222@8g6-ysk-6p9,1.4282890962715307,106918.96078431372,1267275367.3710113
zzw-226@8g7-4c9-73q,1.147701089066101,93002.06462585034,1768819359.8223543
228-222@8g6-y43-ygk,1.2378672742401367,118338.82352941176,1933411104.8175976
22f-222@8g6-yjw-9j9,1.0533189096511997,101534.099009901,1056772436.7822758
zzw-227@8g6-ytb-nbk,1.2640418940268765,104697.0,0.0
224-223@8g7-453-kmk,1.1230255185790878,69897.25,484922325.6875
22j-223@8g6-zq2-j5f,1.0454687668089646,64669.666666666664,64035894.22222223
zzw-222@8g7-46n-w6k,1.2271537713970744,66741.52592592593,569140725.7308093
zzw-222@8gm-gb3-z9f,0.9718857318449159,50133.0,185704165.30612245
zzy-222@8g6-zqs-s5z,0.8467254400542523,68045.37566137566,277379028.26628584
zzw-222@8g6-xn3-w6k,1.2568443642301892,71480.34042553192,440917844.7351743
228-222@8g6-yjf-2tv,1.1669773901447693,96807.68421052632,1710101382.812558
222-222@8g7-4gv-vzz,1.127111423762848,64484.375,469233339.459375
22g-222@8g6-y4w-mff,0.8762479391363496,121425.98143851508,1463497408.0321379
225-223@8g6-ym8-mhq,0.9873613990101191,100501.39393939394,2389429028.966024
zzw-222@8g7-46r-7nq,1.300876002621732,73095.30496453901,1325548567.2899754
223-223@8g6-ykk-qfz,1.1668192492512868,76412.63636363637,2042302150.413223
224-222@8g7-47y-6hq,1.108738810561848,119090.5,2253638256.25
222-222@8g7-472-mzf,1.328335376235366,60112.43564356436,581852969.3547692
225-222@8gm-g9s-hnq,0.864516690324051,56862.07692307692,199493402.3402367
222-222@8g6-y4w-4sq,1.1290512518080935,103748.29336188437,1748231816.1216476
222-222@8g6-ym2-f2k,1.5834714962800538,69574.72727272728,926704812.7438016
zzy-222@8g7-49b-xyv,1.0074048704211844,58839.47252747253,395730645.4800145
227-222@8g7-3nn-f2k,0.8797742917719467,86005.25396825396,561829099.3958176
223-223@8g7-4cj-2zf,1.327286976145027,90092.44444444444,608213555.7580247
225-222@8g6-y2n-btv,1.1437087428238109,124263.58333333333,1351521677.0763888
zzw-223@8g7-484-7wk,1.2341359371076948,80306.75862068965,1198541109.5854142
224-222@8g7-453-kmk,1.0817748702464307,59871.333333333336,524554326.22222215
zzw-224@8g6-ysk-6c5,1.376738421080261,81066.75,1406037428.1875
22k-223@8g6-x93-fzz,1.3234037923551236,85142.60992907801,1491528075.9542277
222-222@8gb-7gh-g8v,1.052919940802975,65846.28571428571,88791077.34693877
zzw-225@8gb-6zs-6kz,0.9026003273801461,115223.0,0.0
zzy-22b@8g7-47b-k9f,1.3093380854114807,77192.94904458598,1601493647.092945
222-222@8g6-ym5-rc5,1.2943804828633596,71845.0,513460481.3333333
zzw-223@8g6-yc6-26k,1.3760133049668055,117711.54166666667,1156541655.6336808
22c-222@8g6-ykz-975,1.0586747192375956,110429.73529411765,1489133122.312284
223-223@8g6-ykw-vzz,1.3253510465559322,84390.18376068377,1241530905.6371722
22f-222@8gb-7gv-3t9,1.4016056045948473,58581.5,70719690.25
225-222@8g7-46m-wx5,1.2922596711466405,64811.22222222222,763057913.2839507
223-222@8g6-ykc-9s5,1.4024885348003997,75503.71428571429,472377631.489796
zzw-222@8g7-53f-nh5,0.9168404706208292,63384.1,348494207.69
222-222@8g6-x6q-2zf,0.2861387797159266,50406.5,91709352.25
222-223@8g6-yf9-rtv,0.3989924822212319,107172.74074074074,1174248806.4883401
zzw-227@8g7-482-xbk,1.2461812983161487,84622.59649122808,1336136077.3985841
zzw-222@8g7-4qy-789,0.8593578723460251,55432.88938053097,314939664.80634737
zzw-222@8g6-z6t-8qf,0.8234668287541671,62752.94244604316,432865336.2412918
zzw-223@8g7-46r-7yv,1.243099184195168,56021.42857142857,434474211.67346936
222-223@8g6-yv2-wp9,0.9333327984879887,98038.0,0.0
22c-222@8g7-484-xqz,1.2674955884201957,76964.56344772546,1052536916.3225906
222-222@8g6-ycf-gx5,1.1946477828446214,100820.75,704721614.1875
22k-222@8g7-474-dn5,1.167925273345784,54933.97902097902,477887875.37018925
223-222@8g6-ymt-6rk,1.4486299340473734,60383.281818181815,441690398.7478512
224-223@8g6-x93-td9,1.2476839405528446,76244.33333333333,1844569529.5555556
22g-222@8g6-ykx-jn5,1.2609363352551315,89617.8125,1043099767.4023438
222-222@8g6-yc4-jsq,1.4255505237056603,107762.01851851853,1273181474.2589166
222-222@8g6-ykz-zfz,1.4682696884943272,68892.72,697611822.0316
zzw-225@8g6-ym5-52k,1.3750744203580378,79628.63333333333,836630198.498889
zzw-222@8g6-x94-p7q,0.7288279638581432,50037.92307692308,195554831.30177516
227-222@8g7-474-dn5,1.3753440246231452,69871.83431952662,542625937.8660411
222-223@8g6-y4w-jn5,1.0185080484602584,129775.66666666667,1047948956.2222222
22b-223@8g7-4br-8sq,1.3112343204801313,71648.87234042553,425430276.51561785
222-222@8g7-479-wkz,1.3124478792231145,69826.44230769231,506866322.0030818
zzw-223@8g7-46q-bp9,1.3493074026055516,73036.8,518471066.16
zzw-223@8gb-79b-zxq,1.0306024933245845,71417.74590163934,359103449.96002424
226-222@8g6-ykz-7kf,1.253766980424396,118292.33333333333,2904275774.5555553
226-222@8g6-y4h-8qf,1.030125279065144,125980.1013215859,1756419005.668148
222-222@8g7-223-mhq,0.702469837558394,55479.0,271441.0
zzw-223@8gm-drr-jy9,0.9654367109204479,70335.55760368664,548042121.9333177
zzy-222@8g7-226-tn5,0.7947795580531837,64393.9,139590518.13
224-222@8g7-46s-nt9,1.058480107930007,61813.30612244898,1085175822.7022076
26y-222@8g7-479-wx5,1.4062009252788696,71027.07407407407,681589356.2167351
229-222@8gb-6qz-92k,0.8417278236699649,83173.79098360655,533481300.45221376
225-222@8gm-dzn-8qf,1.0023576726157106,90768.82828282828,600051470.7886951
zzw-223@8gm-g7x-st9,0.7526438379566147,61579.356164383564,242149898.72246203
zzw-222@8gb-6sv-pn5,0.6372951036807664,91011.60204081633,208101283.3416285
223-223@8g6-yky-vxq,1.3876227932082161,81826.76923076923,1530335198.1775148
224-222@8g6-xpw-yvz,0.6858346326694643,57245.68674698795,440608776.8978565
22j-222@8g7-484-q2k,0.9609548892718462,115542.11494252873,2059527251.2511559
223-222@8g6-yv6-5mk,1.3551867213663888,61359.22535211268,417435867.104146
224-222@8g6-ym3-v4v,1.3153904146459268,81788.84248210024,1111679464.6052597
22j-222@8g6-y5g-grk,1.3155210577693635,96947.69767441861,1740127721.4202273
zzw-222@8g6-yvs-yy9,1.4255296838380742,80932.24050632911,603987976.8155745
22h-222@8g6-y3b-5vf,1.025853353118126,130774.91693290735,2159637815.648052
zzw-222@8gb-7gw-pd9,0.964903237937274,86822.62330623306,702816854.868942
222-222@8gb-2v8-2x5,0.16741472085877998,74284.0,0.0
228-222@8g7-2q3-q75,1.3516055622205163,69200.10256410256,265869714.24589083
222-222@8g6-ytk-mc5,1.4195657799799652,84931.96226415095,1106767183.4702742
zzw-225@8g6-yjf-2hq,1.1842551324890334,103932.25987525987,1688082309.2983692
zzw-222@8g7-2bq-kpv,0.45270963982584167,60625.0,0.0
222-222@8g6-x75-y5f,1.356554883717097,72747.0803782506,823861389.9888113
222-222@8g6-yd5-r6k,1.3819816328079741,90992.98309859155,824825294.8616862
zzw-222@8g6-y4b-xkf,1.2319026498245356,87194.21276595745,900680596.685227
zzw-222@8g6-x7f-yd9,1.4426037570523413,66898.42857142857,441802047.38775504
zzw-223@8g7-46m-wx5,1.136351405594349,62904.4025974026,588688487.5132401
244-222@8g7-46z-6ff,1.320064854253013,75629.63235294117,948025857.9824827
zzw-223@8g7-485-835,1.1444787302149222,86436.61538461539,1246010615.128994
227-222@8gb-6yq-jvz,0.6937261801653524,91693.42603550295,749410924.3273695
223-223@8g7-46r-bx5,1.1057753696643369,56480.056603773584,581740442.732645
225-223@8g7-2m8-52k,1.2506733342591452,63283.333333333336,9654464.222222222
226-222@8g6-ycy-hwk,1.3872094874131193,104459.14545454546,867892242.0879339
zzw-223@8g6-y44-3qz,1.0850491831217826,117313.05517241379,1502816862.1762667
zzw-222@8gb-6rx-2tv,0.6233073975485103,86458.91891891892,405153954.07450694
222-222@8g7-48k-3dv,0.9419657053603971,51661.93650793651,467879261.9007306
223-222@8g7-4pp-rhq,0.9954760324789059,53531.426966292136,708444552.0798719
224-222@8g6-y2m-m49,1.0792132578354088,108468.40174672489,1846079381.8604338
223-222@8gb-6yy-wff,0.811734377301837,78261.4827586207,688858968.3416567
228-222@8g7-47b-q4v,1.302184503298892,66576.67376830892,830712733.2131468
zzw-224@8g6-y3b-7dv,1.0209815862567935,133373.3596491228,2448909760.3969684
227-222@8g7-46n-9j9,1.156307142824595,47647.53333333333,398434255.3155556
228-222@8g6-x7f-9vf,0.665070469642106,39118.705882352944,275788769.85467124
zzw-22c@8g6-y3p-75z,1.3644882315936349,129158.65217391304,1026881068.531191
zzw-222@8g6-yt5-w49,1.4662858892477229,60243.0,162593022.8
225-222@8g6-ym8-mhq,1.3034246222964407,87664.0,261857124.0
zzw-223@8gb-6xy-8n5,0.6533752151339822,94809.14159292035,227507937.87375674
zzw-223@8g6-ytb-fvf,1.5870536070468473,107269.23076923077,1450924351.100592
223-223@8g7-478-nqz,1.306103631691231,85437.37239583333,1717068677.1191342
223-223@8g7-4qd-4y9,1.0647540159118238,52861.45238095238,297955690.8786848
223-223@8g7-46r-bzf,0.7711567554463947,56307.0,606348810.6666666
222-222@8g7-46m-whq,1.2942324903656417,63488.79802955665,564582543.6193064
22h-222@8g7-46r-4d9,1.2322890727564126,77495.98198198198,862606455.3870627
222-222@8g7-47d-xqz,1.1616379887529107,80369.76923076923,187478768.02366862
zzw-222@8g6-y39-nt9,1.1053983443791253,117961.68965517242,1450704934.0071342
225-222@8g6-x47-2kz,1.1213816924647837,60938.87356321839,161539300.20240456
226-222@8g7-46y-rhq,1.2353042216239458,57340.36734693877,875561029.9875051
zzw-224@8g7-477-xwk,1.3090493218813015,67410.5294117647,1130448979.3079586
222-222@8g6-y3w-y5f,1.0613062603427605,125181.6094890511,2216298272.05553
242-222@8g7-46m-vs5,1.0414484596294635,53376.876923076925,1100493570.384852
22f-222@8g6-ytb-j7q,1.435513980535412,89501.93478260869,1229531582.2566166
zzw-222@8gb-72q-sqz,0.9503095332872415,90427.80882352941,668551460.8016869
zzw-222@8g7-4qp-fzz,1.153749817607173,62252.21666666667,491046522.11972225
zzw-223@8gm-dzp-7nq,0.7712320277494329,104486.67136150235,1182704016.8497431
224-222@8g6-ykz-9zz,1.184576916258534,83383.216374269,800671502.0759892
223-222@8g6-yj7-fpv,1.1313739870755233,104418.7435897436,1084044543.9855359
22j-222@8g6-ycf-g6k,1.4046765296584849,89988.10628019324,929588621.5539218
222-222@8g6-ym5-249,1.2601128248531939,74922.0,0.0
zzw-222@8g6-yn2-75z,1.3090701804786065,42679.8,199415947.76
223-222@8g7-479-v2k,1.2801113365781736,70566.09090909091,1228612812.9810405
zzw-226@8g6-y4q-5pv,0.8970150396740967,121846.91228070176,783800819.4484458
222-222@8g6-ymt-z4v,1.44540313433552,68110.69565217392,532342857.9508506
29s-226@8g7-475-brk,1.2220787621705234,88683.4,1288027200.16
222-222@8g7-47m-wx5,0.9647031418088374,60090.666666666664,492928037.91187733
222-228@8g7-46k-dvz,1.01314617550594,92629.5,368659200.25
2cn-226@8g7-46z-ffz,1.304586186217438,82377.91111111111,637978631.5920988
223-222@8g7-46s-dn5,1.1326810325517371,50980.0,0.0
zzw-224@8g7-26y-mp9,1.195050264971979,102549.18796992481,644536524.6488777
zzw-222@8g7-484-7wk,1.2534947218022057,77403.07103825136,788688536.7982323
22j-226@8g7-46q-bc5,1.2990117776046788,63966.7037037037,701819710.1344308
224-224@8g7-453-kmk,1.0459244668271972,69403.58064516129,257447071.6628512
229-225@8gb-3bm-hh5,0.4867494184685077,81953.15189873418,259041709.1668002
zzw-223@8gb-6rx-2tv,0.7222319150688099,90677.78947368421,657333362.4819943
223-222@8g6-ymj-8qf,0.9891044573177065,102874.0,0.0
222-223@8g6-y4q-7yv,0.9307142467080429,109866.8,1244795210.56
223-222@8g7-3dy-f4v,1.196580307987129,66492.79629629629,275273961.1622085
zzw-225@8g6-yjj-x3q,1.4405977097064515,61059.36,522272799.11039996
228-222@8g6-x3p-cbk,0.8178242813188775,64156.09090909091,180970826.62809917
zzw-222@8g6-ytj-5xq,1.4535935017549062,70490.18803418803,754068395.9988314
